Namespace(batch_size=1024, dataset='arxiv', decode_channels=256, decode_layers=3, device=0, dropout=0.5, epochs=400, eval_steps=1, feature_type='ogb', hidden_channels=128, log_steps=1, lr=0.001, mask_ratio=0.8, mask_type='dm', num_layers=2, patience=50, runs=3, seed=42, use_sage='GCN', use_valedges_as_input=False)
loading ogb dataset...
Loading OGB features...
### Input graph arxiv is directed
Start training with mask ratio=0.8 # optimization edges=833616 / 1042020
Run: 01, Epoch: 01, Best_epoch: 01, Best_valid: 99.53%, Loss: 0.5279, 
Run: 01, Epoch: 34, Best_epoch: 33, Best_valid: 99.83%, Loss: 0.3670, 
***************
Run: 01, Epoch: 35, Best_epoch: 35, Best_valid: 99.84%, Loss: 0.3671, 
***************
Run: 01, Epoch: 36, Best_epoch: 36, Best_valid: 99.84%, Loss: 0.3654, 
***************
Run: 01, Epoch: 37, Best_epoch: 36, Best_valid: 99.84%, Loss: 0.3662, 
***************
Run: 01, Epoch: 38, Best_epoch: 36, Best_valid: 99.84%, Loss: 0.3666, 
***************
Run: 01, Epoch: 39, Best_epoch: 36, Best_valid: 99.84%, Loss: 0.3651, 
***************
Run: 01, Epoch: 40, Best_epoch: 36, Best_valid: 99.84%, Loss: 0.3657, 
***************
Run: 01, Epoch: 41, Best_epoch: 36, Best_valid: 99.84%, Loss: 0.3664, 
***************
Run: 01, Epoch: 42, Best_epoch: 42, Best_valid: 99.84%, Loss: 0.3654, 
***************
Run: 01, Epoch: 43, Best_epoch: 43, Best_valid: 99.84%, Loss: 0.3653, 
***************
Run: 01, Epoch: 44, Best_epoch: 43, Best_valid: 99.84%, Loss: 0.3653, 
***************
Run: 01, Epoch: 45, Best_epoch: 43, Best_valid: 99.84%, Loss: 0.3644, 
***************
Run: 01, Epoch: 46, Best_epoch: 43, Best_valid: 99.84%, Loss: 0.3647, 
***************
Run: 01, Epoch: 47, Best_epoch: 43, Best_valid: 99.84%, Loss: 0.3664, 
***************
Run: 01, Epoch: 48, Best_epoch: 48, Best_valid: 99.85%, Loss: 0.3648, 
***************
Run: 01, Epoch: 49, Best_epoch: 49, Best_valid: 99.85%, Loss: 0.3654, 
***************
Run: 01, Epoch: 50, Best_epoch: 49, Best_valid: 99.85%, Loss: 0.3633, 
***************
Run: 01, Epoch: 51, Best_epoch: 49, Best_valid: 99.85%, Loss: 0.3651, 
***************
Run: 01, Epoch: 52, Best_epoch: 49, Best_valid: 99.85%, Loss: 0.3644, 
***************
Run: 01, Epoch: 53, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3651, 
***************
Run: 01, Epoch: 54, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3638, 
***************
Run: 01, Epoch: 55, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3627, 
***************
Run: 01, Epoch: 56, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3635, 
***************
Run: 01, Epoch: 57, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3624, 
***************
Run: 01, Epoch: 58, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3630, 
***************
Run: 01, Epoch: 59, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3637, 
***************
Run: 01, Epoch: 60, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3634, 
***************
Run: 01, Epoch: 61, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3629, 
***************
Run: 01, Epoch: 62, Best_epoch: 53, Best_valid: 99.85%, Loss: 0.3638, 
***************
Run: 01, Epoch: 63, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3622, 
***************
Run: 01, Epoch: 64, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3632, 
***************
Run: 01, Epoch: 65, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3625, 
***************
Run: 01, Epoch: 66, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3613, 
***************
Run: 01, Epoch: 67, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3628, 
***************
Run: 01, Epoch: 68, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3622, 
***************
Run: 01, Epoch: 69, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3615, 
***************
Run: 01, Epoch: 70, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3625, 
***************
Run: 01, Epoch: 71, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3627, 
***************
Run: 01, Epoch: 72, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3613, 
***************
Run: 01, Epoch: 73, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3621, 
***************
Run: 01, Epoch: 74, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3628, 
***************
Run: 01, Epoch: 75, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3629, 
***************
Run: 01, Epoch: 76, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3634, 
***************
Run: 01, Epoch: 77, Best_epoch: 63, Best_valid: 99.86%, Loss: 0.3626, 
***************
Run: 01, Epoch: 78, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3613, 
***************
Run: 01, Epoch: 79, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3619, 
***************
Run: 01, Epoch: 80, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3624, 
***************
Run: 01, Epoch: 81, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3613, 
***************
Run: 01, Epoch: 82, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3614, 
***************
Run: 01, Epoch: 83, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3625, 
***************
Run: 01, Epoch: 84, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3615, 
***************
Run: 01, Epoch: 85, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3620, 
***************
Run: 01, Epoch: 86, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3614, 
***************
Run: 01, Epoch: 87, Best_epoch: 78, Best_valid: 99.86%, Loss: 0.3618, 
***************
Run: 01, Epoch: 88, Best_epoch: 88, Best_valid: 99.86%, Loss: 0.3615, 
***************
Run: 01, Epoch: 89, Best_epoch: 88, Best_valid: 99.86%, Loss: 0.3621, 
***************
Run: 01, Epoch: 90, Best_epoch: 88, Best_valid: 99.86%, Loss: 0.3616, 
***************
Run: 01, Epoch: 91, Best_epoch: 88, Best_valid: 99.86%, Loss: 0.3618, 
***************
Run: 01, Epoch: 92, Best_epoch: 88, Best_valid: 99.86%, Loss: 0.3613, 
***************
Run: 01, Epoch: 93, Best_epoch: 88, Best_valid: 99.86%, Loss: 0.3626, 
***************
Run: 01, Epoch: 94, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3607, 
***************
Run: 01, Epoch: 95, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3616, 
***************
Run: 01, Epoch: 96, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3619, 
***************
Run: 01, Epoch: 97, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3607, 
***************
Run: 01, Epoch: 98, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3615, 
***************
Run: 01, Epoch: 99, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3603, 
***************
Run: 01, Epoch: 100, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3612, 
***************
Run: 01, Epoch: 101, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3614, 
***************
Run: 01, Epoch: 102, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3615, 
***************
Run: 01, Epoch: 103, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3627, 
***************
Run: 01, Epoch: 104, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3600, 
***************
Run: 01, Epoch: 105, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3597, 
***************
Run: 01, Epoch: 106, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3603, 
***************
Run: 01, Epoch: 107, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3610, 
***************
Run: 01, Epoch: 108, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3598, 
***************
Run: 01, Epoch: 109, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3609, 
***************
Run: 01, Epoch: 110, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3606, 
***************
Run: 01, Epoch: 111, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3616, 
***************
Run: 01, Epoch: 112, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3598, 
***************
Run: 01, Epoch: 113, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3614, 
***************
Run: 01, Epoch: 114, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3616, 
***************
Run: 01, Epoch: 115, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3586, 
***************
Run: 01, Epoch: 116, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3615, 
***************
Run: 01, Epoch: 117, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3595, 
***************
Run: 01, Epoch: 118, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3607, 
***************
Run: 01, Epoch: 119, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3593, 
***************
Run: 01, Epoch: 120, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3609, 
***************
Run: 01, Epoch: 121, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3617, 
***************
Run: 01, Epoch: 122, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3600, 
***************
Run: 01, Epoch: 123, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3608, 
***************
Run: 01, Epoch: 124, Best_epoch: 114, Best_valid: 99.87%, Loss: 0.3602, 
***************
Run: 01, Epoch: 125, Best_epoch: 125, Best_valid: 99.87%, Loss: 0.3610, 
***************
Run: 01, Epoch: 126, Best_epoch: 125, Best_valid: 99.87%, Loss: 0.3608, 
***************
Run: 01, Epoch: 127, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3598, 
***************
Run: 01, Epoch: 128, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3622, 
***************
Run: 01, Epoch: 129, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3614, 
***************
Run: 01, Epoch: 130, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3595, 
***************
Run: 01, Epoch: 131, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3605, 
***************
Run: 01, Epoch: 132, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3605, 
***************
Run: 01, Epoch: 133, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3604, 
***************
Run: 01, Epoch: 134, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3594, 
***************
Run: 01, Epoch: 135, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3601, 
***************
Run: 01, Epoch: 136, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3602, 
***************
Run: 01, Epoch: 137, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3587, 
***************
Run: 01, Epoch: 138, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3614, 
***************
Run: 01, Epoch: 139, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3611, 
***************
Run: 01, Epoch: 140, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3616, 
***************
Run: 01, Epoch: 141, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3593, 
***************
Run: 01, Epoch: 142, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3606, 
***************
Run: 01, Epoch: 143, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3598, 
***************
Run: 01, Epoch: 144, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3599, 
***************
Run: 01, Epoch: 145, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3608, 
***************
Run: 01, Epoch: 146, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3603, 
***************
Run: 01, Epoch: 147, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3604, 
***************
Run: 01, Epoch: 148, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3614, 
***************
Run: 01, Epoch: 149, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3604, 
***************
Run: 01, Epoch: 150, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3605, 
***************
Run: 01, Epoch: 151, Best_epoch: 127, Best_valid: 99.87%, Loss: 0.3603, 
***************
Run: 01, Epoch: 152, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3609, 
***************
Run: 01, Epoch: 153, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3597, 
***************
Run: 01, Epoch: 154, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3595, 
***************
Run: 01, Epoch: 155, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3598, 
***************
Run: 01, Epoch: 156, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3606, 
***************
Run: 01, Epoch: 157, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3615, 
***************
Run: 01, Epoch: 158, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3608, 
***************
Run: 01, Epoch: 159, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3598, 
***************
Run: 01, Epoch: 160, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3599, 
***************
Run: 01, Epoch: 161, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3610, 
***************
Run: 01, Epoch: 162, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3602, 
***************
Run: 01, Epoch: 163, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3579, 
***************
Run: 01, Epoch: 164, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3599, 
***************
Run: 01, Epoch: 165, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3609, 
***************
Run: 01, Epoch: 166, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3615, 
***************
Run: 01, Epoch: 167, Best_epoch: 152, Best_valid: 99.87%, Loss: 0.3611, 
***************
Run: 01, Epoch: 168, Best_epoch: 168, Best_valid: 99.87%, Loss: 0.3599, 
***************
Run: 01, Epoch: 169, Best_epoch: 168, Best_valid: 99.87%, Loss: 0.3601, 
***************
Run: 01, Epoch: 170, Best_epoch: 168, Best_valid: 99.87%, Loss: 0.3591, 
***************
Run: 01, Epoch: 171, Best_epoch: 168, Best_valid: 99.87%, Loss: 0.3621, 
***************
Run: 01, Epoch: 172, Best_epoch: 168, Best_valid: 99.87%, Loss: 0.3603, 
***************
Run: 01, Epoch: 173, Best_epoch: 168, Best_valid: 99.87%, Loss: 0.3600, 
***************
Run: 01, Epoch: 174, Best_epoch: 168, Best_valid: 99.87%, Loss: 0.3601, 
***************
Run: 01, Epoch: 175, Best_epoch: 168, Best_valid: 99.87%, Loss: 0.3613, 
***************
Run: 01, Epoch: 176, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3603, 
***************
Run: 01, Epoch: 177, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3596, 
***************
Run: 01, Epoch: 178, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3608, 
***************
Run: 01, Epoch: 179, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3606, 
***************
Run: 01, Epoch: 180, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3612, 
***************
Run: 01, Epoch: 181, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3594, 
***************
Run: 01, Epoch: 182, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3602, 
***************
Run: 01, Epoch: 183, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3597, 
***************
Run: 01, Epoch: 184, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3609, 
***************
Run: 01, Epoch: 185, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3598, 
***************
Run: 01, Epoch: 186, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3607, 
***************
Run: 01, Epoch: 187, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3597, 
***************
Run: 01, Epoch: 188, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3610, 
***************
Run: 01, Epoch: 189, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3593, 
***************
Run: 01, Epoch: 190, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3606, 
***************
Run: 01, Epoch: 191, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3594, 
***************
Run: 01, Epoch: 192, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3601, 
***************
Run: 01, Epoch: 193, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3615, 
***************
Run: 01, Epoch: 194, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3604, 
***************
Run: 01, Epoch: 195, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3609, 
***************
Run: 01, Epoch: 196, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3611, 
***************
Run: 01, Epoch: 197, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3614, 
***************
Run: 01, Epoch: 198, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3621, 
***************
Run: 01, Epoch: 199, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3605, 
***************
Run: 01, Epoch: 200, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3606, 
***************
Run: 01, Epoch: 201, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3608, 
***************
Run: 01, Epoch: 202, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3604, 
***************
Run: 01, Epoch: 203, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3595, 
***************
Run: 01, Epoch: 204, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3590, 
***************
Run: 01, Epoch: 205, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3593, 
***************
Run: 01, Epoch: 206, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3603, 
***************
Run: 01, Epoch: 207, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3588, 
***************
Run: 01, Epoch: 208, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3611, 
***************
Run: 01, Epoch: 209, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3611, 
***************
Run: 01, Epoch: 210, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3597, 
***************
Run: 01, Epoch: 211, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3598, 
***************
Run: 01, Epoch: 212, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3602, 
***************
Run: 01, Epoch: 213, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3595, 
***************
Run: 01, Epoch: 214, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3599, 
***************
Run: 01, Epoch: 215, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3611, 
***************
Run: 01, Epoch: 216, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3618, 
***************
Run: 01, Epoch: 217, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3598, 
***************
Run: 01, Epoch: 218, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3609, 
***************
Run: 01, Epoch: 219, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3595, 
***************
Run: 01, Epoch: 220, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3591, 
***************
Run: 01, Epoch: 221, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3605, 
***************
Run: 01, Epoch: 222, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3607, 
***************
Run: 01, Epoch: 223, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3586, 
***************
Run: 01, Epoch: 224, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3615, 
***************
Run: 01, Epoch: 225, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3617, 
***************
Run: 01, Epoch: 226, Best_epoch: 176, Best_valid: 99.88%, Loss: 0.3605, 
***************
Early stop at 226
##### Testing on 0/3
Testing based on svm:  f1_micro=0.7091 f1_macro=0.4972 acc=0.7091
**** SVM test acc on Run 1/3 for last is F1-mic=0.7090579178825167 F1-mac=0.4971539679529438 acc=0.7090579178825167
Testing based on svm:  f1_micro=0.7149 f1_macro=0.5066 acc=0.7149
**** SVM test acc on Run 1/3 for combine is F1-mic=0.7149158505281448 F1-mac=0.5066053353526977 acc=0.7149158505281448
Run: 02, Epoch: 01, Best_epoch: 01, Best_valid: 99.51%, Loss: 0.5255, 
***************
Run: 02, Epoch: 02, Best_epoch: 02, Best_valid: 99.61%, Loss: 0.4290, 
***************
Run: 02, Epoch: 03, Best_epoch: 03, Best_valid: 99.68%, Loss: 0.4137, 
***************
Run: 02, Epoch: 04, Best_epoch: 04, Best_valid: 99.69%, Loss: 0.4031, 
***************
Run: 02, Epoch: 05, Best_epoch: 05, Best_valid: 99.70%, Loss: 0.3972, 
***************
Run: 02, Epoch: 06, Best_epoch: 06, Best_valid: 99.73%, Loss: 0.3913, 
***************
Run: 02, Epoch: 07, Best_epoch: 07, Best_valid: 99.75%, Loss: 0.3894, 
***************
Run: 02, Epoch: 08, Best_epoch: 08, Best_valid: 99.76%, Loss: 0.3842, 
***************
Run: 02, Epoch: 09, Best_epoch: 08, Best_valid: 99.76%, Loss: 0.3818, 
***************
Run: 02, Epoch: 10, Best_epoch: 10, Best_valid: 99.78%, Loss: 0.3795, 
***************
Run: 02, Epoch: 11, Best_epoch: 11, Best_valid: 99.78%, Loss: 0.3782, 
***************
Run: 02, Epoch: 12, Best_epoch: 12, Best_valid: 99.79%, Loss: 0.3753, 
***************
Run: 02, Epoch: 13, Best_epoch: 13, Best_valid: 99.80%, Loss: 0.3766, 
***************
Run: 02, Epoch: 14, Best_epoch: 13, Best_valid: 99.80%, Loss: 0.3753, 
***************
Run: 02, Epoch: 15, Best_epoch: 15, Best_valid: 99.80%, Loss: 0.3740, 
***************
Run: 02, Epoch: 16, Best_epoch: 15, Best_valid: 99.80%, Loss: 0.3733, 
***************
Run: 02, Epoch: 17, Best_epoch: 17, Best_valid: 99.81%, Loss: 0.3715, 
***************
Run: 02, Epoch: 18, Best_epoch: 17, Best_valid: 99.81%, Loss: 0.3713, 
***************
Run: 02, Epoch: 19, Best_epoch: 19, Best_valid: 99.81%, Loss: 0.3702, 
***************
Run: 02, Epoch: 20, Best_epoch: 20, Best_valid: 99.81%, Loss: 0.3705, 
***************
Run: 02, Epoch: 21, Best_epoch: 21, Best_valid: 99.81%, Loss: 0.3693, 
***************
Run: 02, Epoch: 22, Best_epoch: 22, Best_valid: 99.83%, Loss: 0.3690, 
***************
Run: 02, Epoch: 23, Best_epoch: 22, Best_valid: 99.83%, Loss: 0.3697, 
***************
Run: 02, Epoch: 24, Best_epoch: 22, Best_valid: 99.83%, Loss: 0.3689, 
***************
