Namespace(batch_size=1024, dataset='arxiv', decode_channels=256, decode_layers=3, device=0, dropout=0.5, epochs=400, eval_steps=1, feature_type='ogb', hidden_channels=128, log_steps=1, lr=0.001, mask_ratio=0.8, mask_type='dm', num_layers=2, patience=50, runs=3, seed=42, use_sage='GCN', use_valedges_as_input=False)
loading ogb dataset...
Loading OGB features...
### Input graph arxiv is directed
Start training with mask ratio=0.8 # optimization edges=833616 / 1042020
Run: 01, Epoch: 01, Best_epoch: 01, Best_valid: 99.47%, Loss: 0.5292, 
Run: 01, Epoch: 16, Best_epoch: 15, Best_valid: 99.79%, Loss: 0.3723, 
***************
Run: 01, Epoch: 17, Best_epoch: 17, Best_valid: 99.81%, Loss: 0.3728, 
***************
Run: 01, Epoch: 18, Best_epoch: 17, Best_valid: 99.81%, Loss: 0.3710, 
***************
Run: 01, Epoch: 19, Best_epoch: 17, Best_valid: 99.81%, Loss: 0.3715, 
***************
Run: 01, Epoch: 20, Best_epoch: 20, Best_valid: 99.81%, Loss: 0.3718, 
***************
Run: 01, Epoch: 21, Best_epoch: 21, Best_valid: 99.81%, Loss: 0.3698, 
***************
Run: 01, Epoch: 22, Best_epoch: 22, Best_valid: 99.82%, Loss: 0.3705, 
***************
Run: 01, Epoch: 23, Best_epoch: 22, Best_valid: 99.82%, Loss: 0.3708, 
***************
Run: 01, Epoch: 24, Best_epoch: 24, Best_valid: 99.82%, Loss: 0.3700, 
***************
Run: 01, Epoch: 25, Best_epoch: 24, Best_valid: 99.82%, Loss: 0.3688, 
***************
Run: 01, Epoch: 26, Best_epoch: 26, Best_valid: 99.82%, Loss: 0.3688, 
***************
Run: 01, Epoch: 27, Best_epoch: 26, Best_valid: 99.82%, Loss: 0.3694, 
***************
Run: 01, Epoch: 28, Best_epoch: 28, Best_valid: 99.83%, Loss: 0.3694, 
***************
Run: 01, Epoch: 29, Best_epoch: 28, Best_valid: 99.83%, Loss: 0.3680, 
***************
Run: 01, Epoch: 30, Best_epoch: 28, Best_valid: 99.83%, Loss: 0.3666, 
***************
Run: 01, Epoch: 31, Best_epoch: 31, Best_valid: 99.84%, Loss: 0.3661, 
***************
Run: 01, Epoch: 32, Best_epoch: 31, Best_valid: 99.84%, Loss: 0.3664, 
***************
Run: 01, Epoch: 33, Best_epoch: 31, Best_valid: 99.84%, Loss: 0.3668, 
***************
Run: 01, Epoch: 34, Best_epoch: 31, Best_valid: 99.84%, Loss: 0.3656, 
***************
Run: 01, Epoch: 35, Best_epoch: 31, Best_valid: 99.84%, Loss: 0.3664, 
***************
Run: 01, Epoch: 36, Best_epoch: 31, Best_valid: 99.84%, Loss: 0.3659, 
***************
Run: 01, Epoch: 37, Best_epoch: 31, Best_valid: 99.84%, Loss: 0.3658, 
***************
Run: 01, Epoch: 38, Best_epoch: 31, Best_valid: 99.84%, Loss: 0.3660, 
***************
Run: 01, Epoch: 39, Best_epoch: 39, Best_valid: 99.84%, Loss: 0.3663, 
***************
Run: 01, Epoch: 40, Best_epoch: 39, Best_valid: 99.84%, Loss: 0.3654, 
***************
Run: 01, Epoch: 41, Best_epoch: 39, Best_valid: 99.84%, Loss: 0.3650, 
***************
Run: 01, Epoch: 42, Best_epoch: 42, Best_valid: 99.84%, Loss: 0.3652, 
***************
Run: 01, Epoch: 43, Best_epoch: 42, Best_valid: 99.84%, Loss: 0.3651, 
***************
Run: 01, Epoch: 44, Best_epoch: 42, Best_valid: 99.84%, Loss: 0.3648, 
***************
Run: 01, Epoch: 45, Best_epoch: 45, Best_valid: 99.84%, Loss: 0.3640, 
***************
Run: 01, Epoch: 46, Best_epoch: 45, Best_valid: 99.84%, Loss: 0.3642, 
***************
Run: 01, Epoch: 47, Best_epoch: 45, Best_valid: 99.84%, Loss: 0.3642, 
***************
Run: 01, Epoch: 48, Best_epoch: 45, Best_valid: 99.84%, Loss: 0.3647, 
***************
Run: 01, Epoch: 49, Best_epoch: 45, Best_valid: 99.84%, Loss: 0.3640, 
***************
Run: 01, Epoch: 50, Best_epoch: 45, Best_valid: 99.84%, Loss: 0.3628, 
***************
Run: 01, Epoch: 51, Best_epoch: 51, Best_valid: 99.85%, Loss: 0.3634, 
***************
Run: 01, Epoch: 52, Best_epoch: 51, Best_valid: 99.85%, Loss: 0.3640, 
***************
Run: 01, Epoch: 53, Best_epoch: 51, Best_valid: 99.85%, Loss: 0.3637, 
***************
Run: 01, Epoch: 54, Best_epoch: 51, Best_valid: 99.85%, Loss: 0.3623, 
***************
Run: 01, Epoch: 55, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3643, 
***************
Run: 01, Epoch: 56, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3627, 
***************
Run: 01, Epoch: 57, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3639, 
***************
Run: 01, Epoch: 58, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3631, 
***************
Run: 01, Epoch: 59, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3637, 
***************
Run: 01, Epoch: 60, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3640, 
***************
Run: 01, Epoch: 61, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3620, 
***************
Run: 01, Epoch: 62, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3634, 
***************
Run: 01, Epoch: 63, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3634, 
***************
Run: 01, Epoch: 64, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3637, 
***************
Run: 01, Epoch: 65, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3646, 
***************
Run: 01, Epoch: 66, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3616, 
***************
Run: 01, Epoch: 67, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3617, 
***************
Run: 01, Epoch: 68, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3627, 
***************
Run: 01, Epoch: 69, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3620, 
***************
Run: 01, Epoch: 70, Best_epoch: 55, Best_valid: 99.85%, Loss: 0.3628, 
***************
Run: 01, Epoch: 71, Best_epoch: 71, Best_valid: 99.85%, Loss: 0.3634, 
***************
Run: 01, Epoch: 72, Best_epoch: 71, Best_valid: 99.85%, Loss: 0.3616, 
***************
Run: 01, Epoch: 73, Best_epoch: 73, Best_valid: 99.85%, Loss: 0.3622, 
***************
Run: 01, Epoch: 74, Best_epoch: 73, Best_valid: 99.85%, Loss: 0.3619, 
***************
Run: 01, Epoch: 75, Best_epoch: 73, Best_valid: 99.85%, Loss: 0.3620, 
***************
Run: 01, Epoch: 76, Best_epoch: 76, Best_valid: 99.86%, Loss: 0.3612, 
***************
Run: 01, Epoch: 77, Best_epoch: 76, Best_valid: 99.86%, Loss: 0.3626, 
***************
Run: 01, Epoch: 78, Best_epoch: 76, Best_valid: 99.86%, Loss: 0.3623, 
***************
Run: 01, Epoch: 79, Best_epoch: 76, Best_valid: 99.86%, Loss: 0.3620, 
***************
Run: 01, Epoch: 80, Best_epoch: 76, Best_valid: 99.86%, Loss: 0.3618, 
***************
Run: 01, Epoch: 81, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3626, 
***************
Run: 01, Epoch: 82, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3607, 
***************
Run: 01, Epoch: 83, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3626, 
***************
Run: 01, Epoch: 84, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3617, 
***************
Run: 01, Epoch: 85, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3617, 
***************
Run: 01, Epoch: 86, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3617, 
***************
Run: 01, Epoch: 87, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3608, 
***************
Run: 01, Epoch: 88, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3625, 
***************
Run: 01, Epoch: 89, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3620, 
***************
Run: 01, Epoch: 90, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3629, 
***************
Run: 01, Epoch: 91, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3619, 
***************
Run: 01, Epoch: 92, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3621, 
***************
Run: 01, Epoch: 93, Best_epoch: 81, Best_valid: 99.86%, Loss: 0.3617, 
***************
Run: 01, Epoch: 94, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3602, 
***************
Run: 01, Epoch: 95, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3615, 
***************
Run: 01, Epoch: 96, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3606, 
***************
Run: 01, Epoch: 97, Best_epoch: 94, Best_valid: 99.86%, Loss: 0.3614, 
***************
Run: 01, Epoch: 98, Best_epoch: 98, Best_valid: 99.86%, Loss: 0.3622, 
***************
Run: 01, Epoch: 99, Best_epoch: 98, Best_valid: 99.86%, Loss: 0.3600, 
***************
Run: 01, Epoch: 100, Best_epoch: 98, Best_valid: 99.86%, Loss: 0.3605, 
***************
Run: 01, Epoch: 101, Best_epoch: 98, Best_valid: 99.86%, Loss: 0.3618, 
***************
Run: 01, Epoch: 102, Best_epoch: 102, Best_valid: 99.86%, Loss: 0.3618, 
***************
Run: 01, Epoch: 103, Best_epoch: 102, Best_valid: 99.86%, Loss: 0.3611, 
***************
Run: 01, Epoch: 104, Best_epoch: 102, Best_valid: 99.86%, Loss: 0.3599, 
***************
Run: 01, Epoch: 105, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3589, 
***************
Run: 01, Epoch: 106, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3613, 
***************
Run: 01, Epoch: 107, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3613, 
***************
Run: 01, Epoch: 108, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3610, 
***************
Run: 01, Epoch: 109, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3612, 
***************
Run: 01, Epoch: 110, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3599, 
***************
Run: 01, Epoch: 111, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3610, 
***************
Run: 01, Epoch: 112, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3601, 
***************
Run: 01, Epoch: 113, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3602, 
***************
Run: 01, Epoch: 114, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3601, 
***************
Run: 01, Epoch: 115, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3604, 
***************
Run: 01, Epoch: 116, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3620, 
***************
Run: 01, Epoch: 117, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3619, 
***************
Run: 01, Epoch: 118, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3606, 
***************
Run: 01, Epoch: 119, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3608, 
***************
Run: 01, Epoch: 120, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3610, 
***************
Run: 01, Epoch: 121, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3597, 
***************
Run: 01, Epoch: 122, Best_epoch: 105, Best_valid: 99.86%, Loss: 0.3606, 
***************
Run: 01, Epoch: 123, Best_epoch: 123, Best_valid: 99.86%, Loss: 0.3597, 
***************
Run: 01, Epoch: 124, Best_epoch: 124, Best_valid: 99.87%, Loss: 0.3606, 
***************
Run: 01, Epoch: 125, Best_epoch: 124, Best_valid: 99.87%, Loss: 0.3612, 
***************
Run: 01, Epoch: 126, Best_epoch: 124, Best_valid: 99.87%, Loss: 0.3589, 
***************
Run: 01, Epoch: 127, Best_epoch: 124, Best_valid: 99.87%, Loss: 0.3610, 
***************
Run: 01, Epoch: 128, Best_epoch: 124, Best_valid: 99.87%, Loss: 0.3612, 
***************
Run: 01, Epoch: 129, Best_epoch: 124, Best_valid: 99.87%, Loss: 0.3598, 
***************
Run: 01, Epoch: 130, Best_epoch: 124, Best_valid: 99.87%, Loss: 0.3598, 
***************
Run: 01, Epoch: 131, Best_epoch: 131, Best_valid: 99.87%, Loss: 0.3598, 
***************
Run: 01, Epoch: 132, Best_epoch: 131, Best_valid: 99.87%, Loss: 0.3602, 
***************
Run: 01, Epoch: 133, Best_epoch: 131, Best_valid: 99.87%, Loss: 0.3611, 
***************
Run: 01, Epoch: 134, Best_epoch: 131, Best_valid: 99.87%, Loss: 0.3612, 
***************
Run: 01, Epoch: 135, Best_epoch: 131, Best_valid: 99.87%, Loss: 0.3612, 
***************
Run: 01, Epoch: 136, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3602, 
***************
Run: 01, Epoch: 137, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3600, 
***************
Run: 01, Epoch: 138, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3610, 
***************
Run: 01, Epoch: 139, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3606, 
***************
Run: 01, Epoch: 140, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3597, 
***************
Run: 01, Epoch: 141, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3601, 
***************
Run: 01, Epoch: 142, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3603, 
***************
Run: 01, Epoch: 143, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3604, 
***************
Run: 01, Epoch: 144, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3602, 
***************
Run: 01, Epoch: 145, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3593, 
***************
Run: 01, Epoch: 146, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3608, 
***************
Run: 01, Epoch: 147, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3608, 
***************
Run: 01, Epoch: 148, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3602, 
***************
Run: 01, Epoch: 149, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3599, 
***************
Run: 01, Epoch: 150, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3596, 
***************
Run: 01, Epoch: 151, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3609, 
***************
Run: 01, Epoch: 152, Best_epoch: 136, Best_valid: 99.87%, Loss: 0.3595, 
***************
Run: 01, Epoch: 153, Best_epoch: 153, Best_valid: 99.87%, Loss: 0.3612, 
***************
Run: 01, Epoch: 154, Best_epoch: 153, Best_valid: 99.87%, Loss: 0.3593, 
***************
Run: 01, Epoch: 155, Best_epoch: 153, Best_valid: 99.87%, Loss: 0.3592, 
***************
Run: 01, Epoch: 156, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3609, 
***************
Run: 01, Epoch: 157, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3604, 
***************
Run: 01, Epoch: 158, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3597, 
***************
Run: 01, Epoch: 159, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3603, 
***************
Run: 01, Epoch: 160, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3607, 
***************
Run: 01, Epoch: 161, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3567, 
***************
Run: 01, Epoch: 162, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3608, 
***************
Run: 01, Epoch: 163, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3598, 
***************
Run: 01, Epoch: 164, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3594, 
***************
Run: 01, Epoch: 165, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3591, 
***************
Run: 01, Epoch: 166, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3590, 
***************
Run: 01, Epoch: 167, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3590, 
***************
Run: 01, Epoch: 168, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3606, 
***************
Run: 01, Epoch: 169, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3603, 
***************
Run: 01, Epoch: 170, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3598, 
***************
Run: 01, Epoch: 171, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3605, 
***************
Run: 01, Epoch: 172, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3594, 
***************
Run: 01, Epoch: 173, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3597, 
***************
Run: 01, Epoch: 174, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3602, 
***************
Run: 01, Epoch: 175, Best_epoch: 156, Best_valid: 99.87%, Loss: 0.3611, 
***************
Run: 01, Epoch: 176, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3613, 
***************
Run: 01, Epoch: 177, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3587, 
***************
Run: 01, Epoch: 178, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3591, 
***************
Run: 01, Epoch: 179, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3614, 
***************
Run: 01, Epoch: 180, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3600, 
***************
Run: 01, Epoch: 181, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3608, 
***************
Run: 01, Epoch: 182, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3599, 
***************
Run: 01, Epoch: 183, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3595, 
***************
Run: 01, Epoch: 184, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3596, 
***************
Run: 01, Epoch: 185, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3595, 
***************
Run: 01, Epoch: 186, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3591, 
***************
Run: 01, Epoch: 187, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3603, 
***************
Run: 01, Epoch: 188, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3589, 
***************
Run: 01, Epoch: 189, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3594, 
***************
Run: 01, Epoch: 190, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3595, 
***************
Run: 01, Epoch: 191, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3602, 
***************
Run: 01, Epoch: 192, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3614, 
***************
Run: 01, Epoch: 193, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3605, 
***************
Run: 01, Epoch: 194, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3597, 
***************
Run: 01, Epoch: 195, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3601, 
***************
Run: 01, Epoch: 196, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3589, 
***************
Run: 01, Epoch: 197, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3582, 
***************
Run: 01, Epoch: 198, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3589, 
***************
Run: 01, Epoch: 199, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3590, 
***************
Run: 01, Epoch: 200, Best_epoch: 176, Best_valid: 99.87%, Loss: 0.3594, 
***************
Run: 01, Epoch: 201, Best_epoch: 201, Best_valid: 99.88%, Loss: 0.3604, 
***************
Run: 01, Epoch: 202, Best_epoch: 201, Best_valid: 99.88%, Loss: 0.3592, 
***************
Run: 01, Epoch: 203, Best_epoch: 201, Best_valid: 99.88%, Loss: 0.3601, 
***************
Run: 01, Epoch: 204, Best_epoch: 201, Best_valid: 99.88%, Loss: 0.3597, 
***************
Run: 01, Epoch: 205, Best_epoch: 201, Best_valid: 99.88%, Loss: 0.3591, 
***************
Run: 01, Epoch: 206, Best_epoch: 201, Best_valid: 99.88%, Loss: 0.3595, 
***************
Run: 01, Epoch: 207, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3587, 
***************
Run: 01, Epoch: 208, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3581, 
***************
Run: 01, Epoch: 209, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3603, 
***************
Run: 01, Epoch: 210, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3585, 
***************
Run: 01, Epoch: 211, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3591, 
***************
Run: 01, Epoch: 212, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3605, 
***************
Run: 01, Epoch: 213, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3590, 
***************
Run: 01, Epoch: 214, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3583, 
***************
Run: 01, Epoch: 215, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3601, 
***************
Run: 01, Epoch: 216, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3596, 
***************
Run: 01, Epoch: 217, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3593, 
***************
Run: 01, Epoch: 218, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3594, 
***************
Run: 01, Epoch: 219, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3589, 
***************
Run: 01, Epoch: 220, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3609, 
***************
Run: 01, Epoch: 221, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3606, 
***************
Run: 01, Epoch: 222, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3596, 
***************
Run: 01, Epoch: 223, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3593, 
***************
Run: 01, Epoch: 224, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3588, 
***************
Run: 01, Epoch: 225, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3592, 
***************
Run: 01, Epoch: 226, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3594, 
***************
Run: 01, Epoch: 227, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3593, 
***************
Run: 01, Epoch: 228, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3598, 
***************
Run: 01, Epoch: 229, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3594, 
***************
Run: 01, Epoch: 230, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3598, 
***************
Run: 01, Epoch: 231, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3598, 
***************
Run: 01, Epoch: 232, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3610, 
***************
Run: 01, Epoch: 233, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3590, 
***************
Run: 01, Epoch: 234, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3594, 
***************
Run: 01, Epoch: 235, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3595, 
***************
Run: 01, Epoch: 236, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3590, 
***************
Run: 01, Epoch: 237, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3587, 
***************
Run: 01, Epoch: 238, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3596, 
***************
Run: 01, Epoch: 239, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3598, 
***************
Run: 01, Epoch: 240, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3595, 
***************
Run: 01, Epoch: 241, Best_epoch: 207, Best_valid: 99.88%, Loss: 0.3599, 
***************
Run: 01, Epoch: 242, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3601, 
***************
Run: 01, Epoch: 243, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3597, 
***************
Run: 01, Epoch: 244, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3590, 
***************
Run: 01, Epoch: 245, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3589, 
***************
Run: 01, Epoch: 246, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3594, 
***************
Run: 01, Epoch: 247, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3593, 
***************
Run: 01, Epoch: 248, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3578, 
***************
Run: 01, Epoch: 249, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3603, 
***************
Run: 01, Epoch: 250, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3600, 
***************
Run: 01, Epoch: 251, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3614, 
***************
Run: 01, Epoch: 252, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3589, 
***************
Run: 01, Epoch: 253, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3585, 
***************
Run: 01, Epoch: 254, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3597, 
***************
Run: 01, Epoch: 255, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3591, 
***************
Run: 01, Epoch: 256, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3597, 
***************
Run: 01, Epoch: 257, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3590, 
***************
Run: 01, Epoch: 258, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3613, 
***************
Run: 01, Epoch: 259, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3586, 
***************
Run: 01, Epoch: 260, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3603, 
***************
Run: 01, Epoch: 261, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3584, 
***************
Run: 01, Epoch: 262, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3591, 
***************
Run: 01, Epoch: 263, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3596, 
***************
Run: 01, Epoch: 264, Best_epoch: 242, Best_valid: 99.88%, Loss: 0.3594, 
***************
